Date,Product_ID,Demand
2025-01-01,P0008,1218
2025-02-01,P0008,1104
2025-03-01,P0008,1363
2025-04-01,P0008,1383
2025-05-01,P0008,1266
2025-06-01,P0008,1223
2025-07-01,P0008,1227
2025-08-01,P0008,1275
2025-09-01,P0008,981
2025-10-01,P0008,1136
2025-11-01,P0008,907
2025-12-01,P0008,1200
2024-01-01,P0009,1279
2024-02-01,P0009,1344
2024-03-01,P0009,1461
2024-04-01,P0009,1556
2024-05-01,P0009,1701
2024-06-01,P0009,1520
2024-07-01,P0009,1435
2024-08-01,P0009,1317
2024-09-01,P0009,1078
2024-10-01,P0009,1123
2024-11-01,P0009,1302
2024-12-01,P0009,1362
2025-01-01,P0009,1553
2025-02-01,P0009,1680
2025-03-01,P0009,1595
2025-04-01,P0009,1598
2025-05-01,P0009,1657
2025-06-01,P0009,1526
2025-07-01,P0009,1321
2025-08-01,P0009,1265
2025-09-01,P0009,1424
2025-10-01,P0009,1092
2025-11-01,P0009,1203
2025-12-01,P0009,1261
2024-01-01,P0010,900
2024-02-01,P0010,898
2024-03-01,P0010,933
2024-04-01,P0010,931
2024-05-01,P0010,906
2024-06-01,P0010,905
2024-07-01,P0010,806
2024-08-01,P0010,661
2024-09-01,P0010,702
2024-10-01,P0010,695
2024-11-01,P0010,696
2024-12-01,P0010,860
2025-01-01,P0010,1046
2025-02-01,P0010,877
2025-03-01,P0010,1011
2025-04-01,P0010,1026
2025-05-01,P0010,1080
2025-06-01,P0010,823
2025-07-01,P0010,960
2025-08-01,P0010,889
2025-09-01,P0010,914
2025-10-01,P0010,830
2025-11-01,P0010,881
2025-12-01,P0010,960
2024-01-01,P0011,455
2024-02-01,P0011,479
2024-03-01,P0011,506
2024-04-01,P0011,626
2024-05-01,P0011,539
2024-06-01,P0011,528
2024-07-01,P0011,465
2024-08-01,P0011,480
2024-09-01,P0011,406
2024-10-01,P0011,462
2024-11-01,P0011,449
2024-12-01,P0011,442
2025-01-01,P0011,478
2025-02-01,P0011,561
2025-03-01,P0011,597
2025-04-01,P0011,584
2025-05-01,P0011,657
2025-06-01,P0011,546
2025-07-01,P0011,495
2025-08-01,P0011,465
2025-09-01,P0011,423
2025-10-01,P0011,413
2025-11-01,P0011,433
2025-12-01,P0011,478
2024-01-01,P0012,867
2024-02-01,P0012,1055
2024-03-01,P0012,1116
2024-04-01,P0012,1182
2024-05-01,P0012,1078
2024-06-01,P0012,987
2024-07-01,P0012,977
2024-08-01,P0012,686
2024-09-01,P0012,686
2024-10-01,P0012,699
2024-11-01,P0012,621
2024-12-01,P0012,963
2025-01-01,P0012,923
2025-02-01,P0012,919
2025-03-01,P0012,1083
2025-04-01,P0012,1118
2025-05-01,P0012,1006
2025-06-01,P0012,898
2025-07-01,P0012,837
2025-08-01,P0012,729
2025-09-01,P0012,635
2025-10-01,P0012,582
2025-11-01,P0012,657
2025-12-01,P0012,717
2024-01-01,P0013,494
2024-02-01,P0013,532
2024-03-01,P0013,603
2024-04-01,P0013,511
2024-05-01,P0013,631
2024-06-01,P0013,498
2024-07-01,P0013,562
2024-08-01,P0013,475
2024-09-01,P0013,551
2024-10-01,P0013,543
2024-11-01,P0013,594
2024-12-01,P0013,582
2025-01-01,P0013,630
2025-02-01,P0013,673
2025-03-01,P0013,687
2025-04-01,P0013,684
2025-05-01,P0013,784
2025-06-01,P0013,697
2025-07-01,P0013,613
2025-08-01,P0013,697
2025-09-01,P0013,690
2025-10-01,P0013,676
2025-11-01,P0013,662
2025-12-01,P0013,702
2024-01-01,P0014,446
2024-02-01,P0014,413
2024-03-01,P0014,438
2024-04-01,P0014,474
2024-05-01,P0014,473
2024-06-01,P0014,423
2024-07-01,P0014,388
2024-08-01,P0014,347
2024-09-01,P0014,325
2024-10-01,P0014,285
2024-11-01,P0014,280
2024-12-01,P0014,277
2025-01-01,P0014,385
2025-02-01,P0014,404
2025-03-01,P0014,410
2025-04-01,P0014,434
2025-05-01,P0014,358
2025-06-01,P0014,365
2025-07-01,P0014,333
2025-08-01,P0014,263
2025-09-01,P0014,268
2025-10-01,P0014,260
2025-11-01,P0014,182
2025-12-01,P0014,300
2024-01-01,P0015,1556
2024-02-01,P0015,1673
2024-03-01,P0015,1606
2024-04-01,P0015,1773
2024-05-01,P0015,1782
2024-06-01,P0015,1574
2024-07-01,P0015,1596
2024-08-01,P0015,1139
2024-09-01,P0015,1191
2024-10-01,P0015,1088
2024-11-01,P0015,1423
2024-12-01,P0015,1339
2025-01-01,P0015,1404
2025-02-01,P0015,1478
2025-03-01,P0015,1585
2025-04-01,P0015,1918
2025-05-01,P0015,2032
2025-06-01,P0015,1454
2025-07-01,P0015,1551
2025-08-01,P0015,1596
2025-09-01,P0015,1272
2025-10-01,P0015,1152
2025-11-01,P0015,1349
2025-12-01,P0015,1276
2024-01-01,P0016,1134
2024-02-01,P0016,1353
2024-03-01,P0016,1548
2024-04-01,P0016,1340
2024-05-01,P0016,1511
2024-06-01,P0016,1535
2024-07-01,P0016,1375
2024-08-01,P0016,1414
2024-09-01,P0016,1253
2024-10-01,P0016,1305
2024-11-01,P0016,1197
2024-12-01,P0016,1364
2025-01-01,P0016,1358
2025-02-01,P0016,1403
2025-03-01,P0016,1525
2025-04-01,P0016,1399
2025-05-01,P0016,1581
2025-06-01,P0016,1647
2025-07-01,P0016,1465
2025-08-01,P0016,1499
2025-09-01,P0016,1508
2025-10-01,P0016,1296
2025-11-01,P0016,1248
2025-12-01,P0016,1428
2024-01-01,P0017,687
2024-02-01,P0017,722
2024-03-01,P0017,861
2024-04-01,P0017,845
2024-05-01,P0017,861
2024-06-01,P0017,700
2024-07-01,P0017,675
2024-08-01,P0017,716
2024-09-01,P0017,625
2024-10-01,P0017,615
2024-11-01,P0017,516
2024-12-01,P0017,609
2025-01-01,P0017,598
2025-02-01,P0017,735
2025-03-01,P0017,752
2025-04-01,P0017,733
2025-05-01,P0017,791
2025-06-01,P0017,675
2025-07-01,P0017,730
2025-08-01,P0017,586
2025-09-01,P0017,529
2025-10-01,P0017,619
2025-11-01,P0017,531
2025-12-01,P0017,580
2024-01-01,P0018,1455
2024-02-01,P0018,1531
2024-03-01,P0018,1514
2024-04-01,P0018,1418
2024-05-01,P0018,1450
2024-06-01,P0018,1302
2024-07-01,P0018,1574
2024-08-01,P0018,1287
2024-09-01,P0018,1385
2024-10-01,P0018,1436
2024-11-01,P0018,1305
2024-12-01,P0018,1310
2025-01-01,P0018,1438
2025-02-01,P0018,1532
2025-03-01,P0018,1702
2025-04-01,P0018,1703
2025-05-01,P0018,1635
2025-06-01,P0018,1551
2025-07-01,P0018,1470
2025-08-01,P0018,1369
2025-09-01,P0018,1456
2025-10-01,P0018,1415
2025-11-01,P0018,1419
2025-12-01,P0018,1579
2024-01-01,P0019,306
2024-02-01,P0019,338
2024-03-01,P0019,342
2024-04-01,P0019,362
2024-05-01,P0019,386
2024-06-01,P0019,387
2024-07-01,P0019,358
2024-08-01,P0019,316
2024-09-01,P0019,387
2024-10-01,P0019,327
2024-11-01,P0019,326
2024-12-01,P0019,397
2025-01-01,P0019,420
2025-02-01,P0019,423
2025-03-01,P0019,462
2025-04-01,P0019,413
2025-05-01,P0019,483
2025-06-01,P0019,473
2025-07-01,P0019,436
2025-08-01,P0019,413
2025-09-01,P0019,426
2025-10-01,P0019,443
2025-11-01,P0019,426
2025-12-01,P0019,476
2024-01-01,P0020,1336
2024-02-01,P0020,1523
2024-03-01,P0020,1777
2024-04-01,P0020,1871
2024-05-01,P0020,1592
2024-06-01,P0020,1654
2024-07-01,P0020,1593
2024-08-01,P0020,1479
2024-09-01,P0020,1059
2024-10-01,P0020,1181
2024-11-01,P0020,1186
2024-12-01,P0020,1436
2025-01-01,P0020,1572
2025-02-01,P0020,1564
2025-03-01,P0020,2138
2025-04-01,P0020,1956
2025-05-01,P0020,1895
2025-06-01,P0020,1643
2025-07-01,P0020,1609
2025-08-01,P0020,1545
2025-09-01,P0020,1369
2025-10-01,P0020,1174
2025-11-01,P0020,1572
2025-12-01,P0020,1331
2024-01-01,P0021,763
2024-02-01,P0021,884
2024-03-01,P0021,728
2024-04-01,P0021,850
2024-05-01,P0021,828
2024-06-01,P0021,762
2024-07-01,P0021,855
2024-08-01,P0021,838
2024-09-01,P0021,830
2024-10-01,P0021,789
2024-11-01,P0021,859
2024-12-01,P0021,779
2025-01-01,P0021,919
2025-02-01,P0021,911
2025-03-01,P0021,975
2025-04-01,P0021,986
2025-05-01,P0021,909
2025-06-01,P0021,843
2025-07-01,P0021,883
2025-08-01,P0021,836
2025-09-01,P0021,927
2025-10-01,P0021,948
2025-11-01,P0021,921
2025-12-01,P0021,987
2024-01-01,P0022,502
2024-02-01,P0022,702
2024-03-01,P0022,703
2024-04-01,P0022,706
2024-05-01,P0022,640
2024-06-01,P0022,656
2024-07-01,P0022,583
2024-08-01,P0022,535
2024-09-01,P0022,634
2024-10-01,P0022,539
2024-11-01,P0022,624
2024-12-01,P0022,677
2025-01-01,P0022,647
2025-02-01,P0022,751
2025-03-01,P0022,699
2025-04-01,P0022,644
2025-05-01,P0022,732
2025-06-01,P0022,679
2025-07-01,P0022,685
2025-08-01,P0022,681
2025-09-01,P0022,668
2025-10-01,P0022,650
2025-11-01,P0022,616
2025-12-01,P0022,718
2024-01-01,P0023,1309
2024-02-01,P0023,1205
2024-03-01,P0023,1459
2024-04-01,P0023,1635
2024-05-01,P0023,1429
2024-06-01,P0023,1223
2024-07-01,P0023,1293
2024-08-01,P0023,1155
2024-09-01,P0023,1151
2024-10-01,P0023,1239
2024-11-01,P0023,1306
2024-12-01,P0023,1289
2025-01-01,P0023,1261
2025-02-01,P0023,1391
2025-03-01,P0023,1367
2025-04-01,P0023,1417
2025-05-01,P0023,1570
2025-06-01,P0023,1457
2025-07-01,P0023,1503
2025-08-01,P0023,1095
2025-09-01,P0023,1235
2025-10-01,P0023,1304
2025-11-01,P0023,1287
2025-12-01,P0023,1226
2024-01-01,P0024,805
2024-02-01,P0024,1236
2024-03-01,P0024,1204
2024-04-01,P0024,1173
2024-05-01,P0024,1133
2024-06-01,P0024,996
2024-07-01,P0024,1109
2024-08-01,P0024,884
2024-09-01,P0024,903
2024-10-01,P0024,818
2024-11-01,P0024,918
2024-12-01,P0024,1131
2025-01-01,P0024,1094
2025-02-01,P0024,1246
2025-03-01,P0024,1241
2025-04-01,P0024,1169
2025-05-01,P0024,1237
2025-06-01,P0024,1209
2025-07-01,P0024,1108
2025-08-01,P0024,1229
2025-09-01,P0024,907
2025-10-01,P0024,905
2025-11-01,P0024,977
2025-12-01,P0024,1050
2024-01-01,P0025,1578
2024-02-01,P0025,1406
2024-03-01,P0025,1473
2024-04-01,P0025,1329
2024-05-01,P0025,1444
2024-06-01,P0025,1318
2024-07-01,P0025,1157
2024-08-01,P0025,1376
2024-09-01,P0025,1113
2024-10-01,P0025,1186
2024-11-01,P0025,1050
2024-12-01,P0025,1184
2025-01-01,P0025,1217
2025-02-01,P0025,1502
2025-03-01,P0025,1380
2025-04-01,P0025,1530
2025-05-01,P0025,1527
2025-06-01,P0025,1427
2025-07-01,P0025,1000
2025-08-01,P0025,1328
2025-09-01,P0025,1131
2025-10-01,P0025,1050
2025-11-01,P0025,1083
2025-12-01,P0025,986
2024-01-01,P0026,684
2024-02-01,P0026,696
2024-03-01,P0026,795
2024-04-01,P0026,813
2024-05-01,P0026,856
2024-06-01,P0026,817
2024-07-01,P0026,735
2024-08-01,P0026,704
2024-09-01,P0026,671
2024-10-01,P0026,665
2024-11-01,P0026,780
2024-12-01,P0026,792
2025-01-01,P0026,736
2025-02-01,P0026,833
2025-03-01,P0026,791
2025-04-01,P0026,891
2025-05-01,P0026,874
2025-06-01,P0026,824
2025-07-01,P0026,799
2025-08-01,P0026,716
2025-09-01,P0026,742
2025-10-01,P0026,750
2025-11-01,P0026,725
2025-12-01,P0026,727
2024-01-01,P0027,1124
2024-02-01,P0027,1145
2024-03-01,P0027,1408
2024-04-01,P0027,1310
2024-05-01,P0027,1276
2024-06-01,P0027,1454
2024-07-01,P0027,1154
2024-08-01,P0027,1057
2024-09-01,P0027,1047
2024-10-01,P0027,790
2024-11-01,P0027,1117
2024-12-01,P0027,1178
2025-01-01,P0027,1123
2025-02-01,P0027,1267
2025-03-01,P0027,1404
2025-04-01,P0027,1635
2025-05-01,P0027,1390
2025-06-01,P0027,1360
2025-07-01,P0027,1278
2025-08-01,P0027,1027
2025-09-01,P0027,1039
2025-10-01,P0027,1029
2025-11-01,P0027,924
2025-12-01,P0027,1186
2024-01-01,P0028,678
2024-02-01,P0028,965
2024-03-01,P0028,951
2024-04-01,P0028,984
2024-05-01,P0028,1045
2024-06-01,P0028,1007
2024-07-01,P0028,650
2024-08-01,P0028,807
2024-09-01,P0028,619
2024-10-01,P0028,581
2024-11-01,P0028,720
2024-12-01,P0028,762
2025-01-01,P0028,831
2025-02-01,P0028,881
2025-03-01,P0028,822
2025-04-01,P0028,1088
2025-05-01,P0028,1013
2025-06-01,P0028,951
2025-07-01,P0028,713
2025-08-01,P0028,782
2025-09-01,P0028,737
2025-10-01,P0028,704
2025-11-01,P0028,624
2025-12-01,P0028,586
2024-01-01,P0029,847
2024-02-01,P0029,1171
2024-03-01,P0029,1014
2024-04-01,P0029,1127
2024-05-01,P0029,1071
2024-06-01,P0029,982
2024-07-01,P0029,854
2024-08-01,P0029,897
2024-09-01,P0029,969
2024-10-01,P0029,994
2024-11-01,P0029,1072
2024-12-01,P0029,941
2025-01-01,P0029,1005
2025-02-01,P0029,1136
2025-03-01,P0029,1081
2025-04-01,P0029,999
2025-05-01,P0029,1131
2025-06-01,P0029,987
2025-07-01,P0029,1132
2025-08-01,P0029,998
2025-09-01,P0029,852
2025-10-01,P0029,905
2025-11-01,P0029,902
2025-12-01,P0029,965
2024-01-01,P0030,225
2024-02-01,P0030,307
2024-03-01,P0030,348
2024-04-01,P0030,313
2024-05-01,P0030,333
2024-06-01,P0030,327
2024-07-01,P0030,318
2024-08-01,P0030,281
2024-09-01,P0030,302
2024-10-01,P0030,279
2024-11-01,P0030,302
2024-12-01,P0030,372
2025-01-01,P0030,364
2025-02-01,P0030,403
2025-03-01,P0030,462
2025-04-01,P0030,467
2025-05-01,P0030,530
2025-06-01,P0030,459
2025-07-01,P0030,441
2025-08-01,P0030,440
2025-09-01,P0030,434
2025-10-01,P0030,478
2025-11-01,P0030,430
2025-12-01,P0030,459
2024-01-01,P0031,326
2024-02-01,P0031,355
2024-03-01,P0031,435
2024-04-01,P0031,409
2024-05-01,P0031,347
2024-06-01,P0031,409
2024-07-01,P0031,389
2024-08-01,P0031,375
2024-09-01,P0031,422
2024-10-01,P0031,432
2024-11-01,P0031,441
2024-12-01,P0031,455
2025-01-01,P0031,442
2025-02-01,P0031,481
2025-03-01,P0031,499
2025-04-01,P0031,522
2025-05-01,P0031,562
2025-06-01,P0031,566
2025-07-01,P0031,558
2025-08-01,P0031,509
2025-09-01,P0031,551
2025-10-01,P0031,576
2025-11-01,P0031,556
2025-12-01,P0031,553
2024-01-01,P0032,152
2024-02-01,P0032,142
2024-03-01,P0032,136
2024-04-01,P0032,143
2024-05-01,P0032,132
2024-06-01,P0032,165
2024-07-01,P0032,135
2024-08-01,P0032,128
2024-09-01,P0032,116
2024-10-01,P0032,128
2024-11-01,P0032,102
2024-12-01,P0032,148
2025-01-01,P0032,142
2025-02-01,P0032,143
2025-03-01,P0032,171
2025-04-01,P0032,182
2025-05-01,P0032,168
2025-06-01,P0032,167
2025-07-01,P0032,155
2025-08-01,P0032,132
2025-09-01,P0032,154
2025-10-01,P0032,145
2025-11-01,P0032,131
2025-12-01,P0032,151
2024-01-01,P0033,820
2024-02-01,P0033,1071
2024-03-01,P0033,862
2024-04-01,P0033,912
2024-05-01,P0033,754
2024-06-01,P0033,838
2024-07-01,P0033,686
2024-08-01,P0033,811
2024-09-01,P0033,634
2024-10-01,P0033,646
2024-11-01,P0033,636
2024-12-01,P0033,593
2025-01-01,P0033,677
2025-02-01,P0033,795
2025-03-01,P0033,798
2025-04-01,P0033,845
2025-05-01,P0033,848
2025-06-01,P0033,888
2025-07-01,P0033,756
2025-08-01,P0033,642
2025-09-01,P0033,572
2025-10-01,P0033,572
2025-11-01,P0033,610
2025-12-01,P0033,642
2024-01-01,P0034,1045
2024-02-01,P0034,973
2024-03-01,P0034,1361
2024-04-01,P0034,1260
2024-05-01,P0034,1423
2024-06-01,P0034,1430
2024-07-01,P0034,1127
2024-08-01,P0034,1149
2024-09-01,P0034,1205
2024-10-01,P0034,1221
2024-11-01,P0034,1183
2024-12-01,P0034,1293
2025-01-01,P0034,1261
2025-02-01,P0034,1109
2025-03-01,P0034,1391
2025-04-01,P0034,1308
2025-05-01,P0034,1309
2025-06-01,P0034,1463
2025-07-01,P0034,1282
2025-08-01,P0034,1382
2025-09-01,P0034,1294
2025-10-01,P0034,1194
2025-11-01,P0034,1231
2025-12-01,P0034,1286
2024-01-01,P0035,748
2024-02-01,P0035,712
2024-03-01,P0035,798
2024-04-01,P0035,842
2024-05-01,P0035,837
2024-06-01,P0035,765
2024-07-01,P0035,760
2024-08-01,P0035,730
2024-09-01,P0035,709
2024-10-01,P0035,597
2024-11-01,P0035,692
2024-12-01,P0035,685
2025-01-01,P0035,809
2025-02-01,P0035,869
2025-03-01,P0035,824
2025-04-01,P0035,852
2025-05-01,P0035,761
2025-06-01,P0035,904
2025-07-01,P0035,846
2025-08-01,P0035,768
2025-09-01,P0035,702
2025-10-01,P0035,831
2025-11-01,P0035,745
2025-12-01,P0035,848
2024-01-01,P0036,1052
2024-02-01,P0036,1036
2024-03-01,P0036,1218
2024-04-01,P0036,1201
2024-05-01,P0036,1175
2024-06-01,P0036,1042
2024-07-01,P0036,930
2024-08-01,P0036,797
2024-09-01,P0036,715
2024-10-01,P0036,723
2024-11-01,P0036,695
2024-12-01,P0036,849
2025-01-01,P0036,777
2025-02-01,P0036,978
2025-03-01,P0036,1050
2025-04-01,P0036,1055
2025-05-01,P0036,1148
2025-06-01,P0036,992
2025-07-01,P0036,935
2025-08-01,P0036,695
2025-09-01,P0036,640
2025-10-01,P0036,745
2025-11-01,P0036,703
2025-12-01,P0036,694
2024-01-01,P0037,1318
2024-02-01,P0037,1286
2024-03-01,P0037,1198
2024-04-01,P0037,1450
2024-05-01,P0037,1282
2024-06-01,P0037,1208
2024-07-01,P0037,1292
2024-08-01,P0037,1120
2024-09-01,P0037,964
2024-10-01,P0037,941
2024-11-01,P0037,989
2024-12-01,P0037,967
2025-01-01,P0037,1316
2025-02-01,P0037,1270
2025-03-01,P0037,1427
2025-04-01,P0037,1310
2025-05-01,P0037,1302
2025-06-01,P0037,1193
2025-07-01,P0037,1186
2025-08-01,P0037,965
2025-09-01,P0037,879
2025-10-01,P0037,812
2025-11-01,P0037,952
2025-12-01,P0037,1015
2024-01-01,P0038,1479
2024-02-01,P0038,1440
2024-03-01,P0038,1750
2024-04-01,P0038,1691
2024-05-01,P0038,1544
2024-06-01,P0038,1359
2024-07-01,P0038,1378
2024-08-01,P0038,1275
2024-09-01,P0038,1262
2024-10-01,P0038,1139
2024-11-01,P0038,1224
2024-12-01,P0038,1352
2025-01-01,P0038,1435
2025-02-01,P0038,1565
2025-03-01,P0038,1713
2025-04-01,P0038,1621
2025-05-01,P0038,1530
2025-06-01,P0038,1392
2025-07-01,P0038,1470
2025-08-01,P0038,1201
2025-09-01,P0038,1321
2025-10-01,P0038,1278
2025-11-01,P0038,1305
2025-12-01,P0038,1358
2024-01-01,P0039,1190
2024-02-01,P0039,1305
2024-03-01,P0039,1306
2024-04-01,P0039,1325
2024-05-01,P0039,1435
2024-06-01,P0039,1383
2024-07-01,P0039,1249
2024-08-01,P0039,1197
2024-09-01,P0039,1203
2024-10-01,P0039,1071
2024-11-01,P0039,940
2024-12-01,P0039,1082
2025-01-01,P0039,1423
2025-02-01,P0039,1473
2025-03-01,P0039,1413
2025-04-01,P0039,1491
2025-05-01,P0039,1347
2025-06-01,P0039,1473
2025-07-01,P0039,1364
2025-08-01,P0039,1064
2025-09-01,P0039,943
2025-10-01,P0039,932
2025-11-01,P0039,960
2025-12-01,P0039,1087
2024-01-01,P0040,1064
2024-02-01,P0040,1137
2024-03-01,P0040,1163
2024-04-01,P0040,1203
2024-05-01,P0040,1118
2024-06-01,P0040,1111
2024-07-01,P0040,1040
2024-08-01,P0040,936
2024-09-01,P0040,976
2024-10-01,P0040,810
2024-11-01,P0040,753
2024-12-01,P0040,789
2025-01-01,P0040,934
2025-02-01,P0040,1020
2025-03-01,P0040,1232
2025-04-01,P0040,1190
2025-05-01,P0040,995
2025-06-01,P0040,901
2025-07-01,P0040,975
2025-08-01,P0040,784
2025-09-01,P0040,627
2025-10-01,P0040,724
2025-11-01,P0040,729
2025-12-01,P0040,977
2024-01-01,P0041,1315
2024-02-01,P0041,1386
2024-03-01,P0041,1565
2024-04-01,P0041,1479
2024-05-01,P0041,1357
2024-06-01,P0041,1382
2024-07-01,P0041,1497
2024-08-01,P0041,1391
2024-09-01,P0041,1320
2024-10-01,P0041,1397
2024-11-01,P0041,1199
2024-12-01,P0041,1409
2025-01-01,P0041,1291
2025-02-01,P0041,1512
2025-03-01,P0041,1499
2025-04-01,P0041,1499
2025-05-01,P0041,1448
2025-06-01,P0041,1421
2025-07-01,P0041,1428
2025-08-01,P0041,1252
2025-09-01,P0041,1285
2025-10-01,P0041,1141
2025-11-01,P0041,1323
2025-12-01,P0041,1022
2024-01-01,P0042,334
2024-02-01,P0042,441
2024-03-01,P0042,478
2024-04-01,P0042,454
2024-05-01,P0042,449
2024-06-01,P0042,445
2024-07-01,P0042,333
2024-08-01,P0042,391
2024-09-01,P0042,380
2024-10-01,P0042,355
2024-11-01,P0042,371
2024-12-01,P0042,434
2025-01-01,P0042,507
2025-02-01,P0042,474
2025-03-01,P0042,513
2025-04-01,P0042,553
2025-05-01,P0042,514
2025-06-01,P0042,522
2025-07-01,P0042,485
2025-08-01,P0042,533
2025-09-01,P0042,468
2025-10-01,P0042,520
2025-11-01,P0042,541
2025-12-01,P0042,491
2024-01-01,P0043,1471
2024-02-01,P0043,1483
2024-03-01,P0043,1510
2024-04-01,P0043,1623
2024-05-01,P0043,1241
2024-06-01,P0043,1363
2024-07-01,P0043,1359
2024-08-01,P0043,1313
2024-09-01,P0043,1381
2024-10-01,P0043,1165
2024-11-01,P0043,1234
2024-12-01,P0043,1194
2025-01-01,P0043,1367
2025-02-01,P0043,1482
2025-03-01,P0043,1463
2025-04-01,P0043,1396
2025-05-01,P0043,1485
2025-06-01,P0043,1472
2025-07-01,P0043,1246
2025-08-01,P0043,1230
2025-09-01,P0043,1210
2025-10-01,P0043,1148
2025-11-01,P0043,985
2025-12-01,P0043,1279
2024-01-01,P0044,846
2024-02-01,P0044,1040
2024-03-01,P0044,973
2024-04-01,P0044,993
2024-05-01,P0044,1079
2024-06-01,P0044,903
2024-07-01,P0044,857
2024-08-01,P0044,623
